Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8791406936,HMT5346,NY,PAS,2019-10-11T00:00:00.000,20,SUBN,HONDA,T,27030,41330,69230,20210101.0,0088,88,88,357358,T301,M,1211P,,K,O,45,Clermont Ave,,0,408,D1,,YYYYYYY,,,GY,,2017,,0,B,,,,
4663964503,JEX1303,NY,PAS,2019-08-23T00:00:00.000,36,4DSD,NISSA,V,0,0,0,0E-8,,0,0,0,,,1219P,,BK,,,EB ATLANTIC AVE @ NE,W YORK AVE,0,1180,B,T,,,,GY,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8721196825,8AN4065,MD,PAS,2019-09-14T00:00:00.000,14,4DSD,INFIN,T,56230,40930,25130,20200388.0,0070,70,70,364934,T302,R,0214P,,K,O,5,Linden Blvd,,0,408,I3,,YYYYYYY,,,WHITE,,0,,0,31,,,,
1459896142,HCP1053,NY,PAS,2019-06-20T00:00:00.000,21,SUBN,LEXUS,S,6180,8930,8980,20191029.0,0066,66,0,529560,KS12,0000,0845A,,K,F,4716,11 AVE,,0,408,D,,BBBYBBB,0830A,1000A,WH,0,2017,-,0,,,,,
8608663508,72959PC,NY,APP,2019-08-06T00:00:00.000,20,TRAC,FRUEH,T,0,0,0,20191130.0,0048,48,48,358865,T801,A,0843P,,BX,I,W,Crotona Pky,30ft N/of E 182nd St,0,408,C,,YYYYYYY,,,WH,,2012,,0,K,,,,
8569967111,GKJ3002,NY,PAS,2019-08-07T00:00:00.000,40,4DSD,HONDA,T,34130,0,0,20190930.0,0010,10,10,331702,T108,P,0749P,,NY,I,E,W 18th St,10ft N/of 10th Ave,0,408,E2,,YYYYYYY,,,GREY,,0,,0,01,,,,
8720035482,HES7199,NY,PAS,2019-08-04T00:00:00.000,19,SUBN,ROVER,T,26490,36270,36290,20200403.0,0026,26,26,355134,T103,Y,0322P,,NY,O,143,Morningside Ave,,0,408,C3,,YYYYYYY,,,WH,,2013,,0,03,,,,
8684243596,HNB7493,NY,PAS,2019-07-17T00:00:00.000,14,SUBN,AUDI,T,7990,10240,10390,20201216.0,114,114,114,366526,T401,C,1205P,,Q,O,45-10,31st Ave,,0,408,C,,SCHOOL,0700A,0400P,BK,,2017,,0,52-A,,,,
4662287273,BZG4176,NY,PAS,2019-08-12T00:00:00.000,36,4DSD,TOYOT,V,0,0,0,0E-8,,0,0,0,,,0327P,,BX,,,NB RIVERDALE AVE @ W, 254TH ST,0,1180,B,T,,,,GY,,2006,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
5107110265,HSC1078,NY,PAS,2019-06-30T00:00:00.000,7,4DSD,NISSA,V,0,0,0,0E-8,,0,0,0,,,0333A,,QN,,,BORDEN AVE (E/B) @ G,REENPOINT AVE,0,1111,D,T,,,,WH,,2014,,0,,FAILURE TO STOP AT RED LIGHT,,,
8683345737,HCB9230,NY,PAS,2019-07-31T00:00:00.000,38,4DSD,HONDA,T,26130,12820,15720,20190929.0,0040,40,40,364929,T201,I,0137P,,BX,F,446,E 149th St,,0,408,F1,, YYYYYY,0930A,0700P,BK,,2018,,0,35,,,,
4664420419,HNU2702,NY,PAS,2019-08-29T00:00:00.000,36,SUBN,CHRYS,V,0,0,0,0E-8,,0,0,0,,,1119A,,BK,,,SB HOWARD AVE @ E NE,W YORK AVE,0,1180,B,T,,,,BL,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8786300386,KNJ0861,PA,PAS,2019-09-20T00:00:00.000,53,SUBN,TOYOT,T,50750,78820,56890,88880088.0,0043,43,43,357708,T201,E,1233P,,BX,O,1490,Metropolitan Ave,,0,408,I3,,YYYYYYY,,,BLUE,,0,,0,04,,,,
4660343420,JCA7559,NY,PAS,2019-07-26T00:00:00.000,36,SUBN,JEEP,V,0,0,0,0E-8,,0,0,0,,,0620P,,QN,,,WB QUEENS BLVD @ 62N,D DR,0,1180,B,T,,,,WH,,2018,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8768517830,JKA9659,NY,PAS,2019-09-25T00:00:00.000,38,SUBN,JEEP,T,0,40404,40404,20210614.0,0048,48,48,358145,T801,A,0744P,,BX,I,,Belmont Lot,,0,408,I4,, YYYYYY,0700A,1000P,GY,,2015,,0,F,,,,
8750265805,85999MD,NY,COM,2019-07-16T00:00:00.000,20,VAN,FRUEH,T,35690,11710,13610,88880088.0,0024,24,24,362570,T103,C,0549P,,NY,O,200,W 96th St,,0,408,I4,,YYYYYYY,,,BROWN,,2015,,0,24,,,,
8726435536,HFJ6638,NY,PAS,2019-08-16T00:00:00.000,20,4DSD,TOYOT,T,27840,10020,58020,20200410.0,0052,52,52,346132,T201,S,0631A,,BX,O,291,E 207th St,,0,408,C,,YYYYYYY,,,BL,,2006,,0,A,,,,
5107055485,Z95JHV,NJ,PAS,2019-06-26T00:00:00.000,7,WAGO,INFIN,V,0,0,0,0E-8,,0,0,0,,,1102A,,ST,,,RICHMOND AVE (S/B) @, LANDER AVE,0,1111,D,T,,,,GY,,2017,,0,,FAILURE TO STOP AT RED LIGHT,,,
8741935317,HJP6522,NY,PAS,2019-09-14T00:00:00.000,20,SUBN,NISSA,T,8790,66890,51790,20200817.0,115,115,115,355150,T401,G,0159P,,Q,F,95-28,37th Ave,,0,408,I4,, YYYYYY,0800A,0600P,WH,,2011,,0,15,,,,
8738639889,JGL5114,NY,PAS,2019-09-09T00:00:00.000,38,SUBN,CHEVR,T,39595,59290,29020,20210124.0,109,109,109,367858,T401,P,0601P,,Q,F,44-33,College Point Blvd,,0,408,I4,, YYYYYY,0830A,0700P,WH,,2004,,0,50-A,,,,
8679548390,XAAX44,NJ,PAS,2019-07-09T00:00:00.000,14,DELV,FRUEH,T,35010,14510,13610,88880088.0,0020,20,20,361826,T103,G,1058A,,NY,O,4,W 62nd St,,0,408,K2,, YYYYY,0700A,0700P,WHITE,,0,,0,39,,,,
8770709403,GNS2698,NY,PAS,2019-09-17T00:00:00.000,20,SUBN,TOYOT,T,74830,0,0,20200402.0,0079,79,79,363470,T301,O,0829P,,K,I,E,Warsoff Pl,100ft S/of Flushing,0,408,A1,,YYYYYYY,,,TN,,2017,,0,Cond,,,,
8752911688,GMZ8957,NY,PAS,2019-07-30T00:00:00.000,21,4DSD,HONDA,T,36130,10610,31190,20200313.0,0028,28,28,365909,T103,D,0939A,,NY,F,206,W 118th St,,0,408,I4,,  Y  Y,0930A,1100A,GY,,2014,,0,CC1,,,,
8766201081,GZH4256,NY,PAS,2019-08-09T00:00:00.000,70,4DSD,HONDA,T,52120,17700,27120,20190712.0,0046,46,46,367410,T201,P,0254P,,BX,F,2175,Morris Ave,,0,408,J6,,YYYYYYY,,,GY,,2009,,0,28,,,,
4658805637,JJD2005,NY,PAS,2019-07-11T00:00:00.000,36,SUBN,FORD,V,0,0,0,0E-8,,0,0,0,,,0204P,,QN,,,EB HORACE HARDING EX,PRESSWAY @ PECK AVE,0,1180,B,T,,,,GY,,2002,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8776302295,HVZ5348,NY,PAS,2019-08-30T00:00:00.000,38,SUBN,JEEP,T,45500,56730,39950,20191029.0,122,122,122,363140,T303,A,0936A,,R,F,122,Rose Ave,,0,408,J6,, YYYYYY,0800A,0700P,WH,,2018,,0,03-A,,,,
8692746897,T667046C,NY,PAS,2019-07-17T00:00:00.000,40,SUBN,DODGE,T,19090,58490,51090,88880088.0,102,102,102,362614,T803,BB,1047P,,Q,O,86-21,98th St,,0,408,K6,,YYYYYYY,,,WHITE,,0,,0,H,,,,
8765301699,HXA2988,NY,PAS,2019-07-25T00:00:00.000,21,4DSD,MITSU,T,8240,7790,7990,20200502.0,114,114,114,365933,T401,C,0903A,,Q,O,30-17,32nd St,,0,408,J3,, Y  Y,0830A,1000A,BL,,2008,,0,25-A,,,,
1455326173,GMT3946,NY,PAS,2019-06-30T00:00:00.000,14,SUBN,MINI,K,62200,33340,33390,20200522.0,100,100,3,160334,0003,0000,0220P,,Q,F,97 01,SHORE FRONT PKWY,,0,408,D,,BBBBBBB,ALL,ALL,GREEN,0,2012,-,0,,,,,
8790111370,GZF2717,NY,PAS,2019-10-28T00:00:00.000,70,PICK,DODGE,T,5280,10880,10930,20190624.0,0068,68,68,355147,T302,N,0812A,,K,F,8619,3rd Ave,,0,408,D1,,YYYYYYY,,,BL,,2018,,0,E,,,,
4669754671,2015MSP,NY,OMT,2019-10-24T00:00:00.000,36,SUBN,ME/BE,V,0,0,0,0E-8,,0,0,0,,,0240P,,QN,,,WB THOMSON AVE @ 30T,H PL,0,1180,B,T,,,,BK,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8794202163,BU553S,NY,PAS,2019-10-28T00:00:00.000,14,SUBN,FORD,T,0,0,0,20211031.0,0052,52,52,366457,T201,A,0812A,,BX,I,S,E Gun Hill Rd,10ft E/of Barnes Ave,0,408,C3,,SCHOOL,0700A,0400P,BK,,2008,,0,47,,,,
4666888652,X29ATH,NJ,PAS,2019-09-24T00:00:00.000,36,4 DR,HONDA,V,0,0,0,0E-8,,0,0,0,,,0747A,,BX,,,WB SEDGWICK AVE @ SA,XON AVE,0,1180,B,T,,,,BL.,,2007,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8690348268,JJT5292,NY,PAS,2019-10-23T00:00:00.000,38,4DSD,TOYOT,T,54070,0,0,20210922.0,0071,71,71,370763,T302,E,1208P,,K,I,W,Kingston Ave,25ft N/of E New York,0,408,J6,, YYYYYY,0900A,0700P,BL,,2003,,0,35,,,,
1448571029,0YB3716,NJ,PAS,2019-07-08T00:00:00.000,48,,FORD,P,13610,34610,34630,0E-8,0014,14,14,952006,0014,0000,0355P,,NY,F,1490,BROADWAY,,0,408,E9,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,
4665372299,JKU5320,NY,PAS,2019-09-05T00:00:00.000,36,2DSD,NISSA,V,0,0,0,0E-8,,0,0,0,,,1157A,,BK,,,EB ATLANTIC AVE @ ES,SEX ST,0,1180,B,T,,,,OR,,2003,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8652591519,KVK4934,PA,PAS,2019-09-19T00:00:00.000,21,4DSD,MAZDA,T,35080,73150,46130,20190088.0,0061,61,61,359296,T302,Y,0943A,,K,F,18-40,E 7th St,,0,408,C,,YYYYYYY,,,RED,,0,,0,C1,,,,
4664387192,JAILIL,NY,SRF,2019-08-29T00:00:00.000,36,SUBN,HYUND,V,0,0,0,0E-8,,0,0,0,,,0714A,,BK,,,EB LINDEN BLVD @ HEM,LOCK ST,0,1180,B,T,,,,GY,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8706947281,52077MH,NY,COM,2019-08-30T00:00:00.000,69,VAN,FORD,T,25390,17770,17790,20210831.0,0014,14,14,353143,T106,P,0936A,,NY,F,270,Madison Ave,,0,408,H1,, YYYYYY,0700A,0100P,BLW,,2015,,0,10,,,,
8694046179,7530901,GV,PAS,2019-07-11T00:00:00.000,14,DELV,FORD,T,10410,17750,17770,88880088.0,0014,14,14,359575,T106,O,0310P,,NY,F,433,5th Ave,,0,408,H1,, YYYYYY,0700A,0700P,WHITE,,0,,0,01,,,,
8533635746,68169MJ,NY,COM,2019-08-26T00:00:00.000,46,DELV,FRUEH,T,29830,42730,73220,20201130.0,0084,84,84,369625,T301,F,0125P,,K,F,26,Court St,,0,408,D1,,YYYYYYY,,,WH,,2014,,0,Mont,,,,
8649893776,10233JV,NY,COM,2019-08-19T00:00:00.000,69,VAN,ISUZU,T,17650,25390,27790,20191104.0,0013,13,13,369614,T102,G,0312P,,NY,F,28,E 33rd St,,0,408,H1,, YYYYY,0800A,0600P,BK,,2011,,0,02,,,,
8613646645,EVPI94,FL,PAS,2019-08-08T00:00:00.000,38,SUBN,CADIL,T,9180,0,0,20200688.0,0066,66,66,363545,T302,Q,0444P,,K,I,S,52nd St,30ft E/of 13th Ave,0,408,I4,, YYYYY,0900A,0700P,BLACK,,0,,0,01,,,,
8740436901,FZM4237,NY,PAS,2019-10-19T00:00:00.000,37,SUBN,HONDA,T,28990,15140,15290,20210113.0,112,112,112,368599,T402,H,0241P,0205P,Q,F,72-20,Austin St,,0,408,C,, YYYYYY,0830A,1000P,WH,,2019,,0,09,,,,
4668095163,KYG0850,PA,PAS,2019-10-07T00:00:00.000,36,SDN,NISSA,V,0,0,0,0E-8,,0,0,0,,,0219P,,BK,,,SB PENNSYLVANIA AVE,@ SCHROEDERS AVE,0,1180,B,T,,,,,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8771554154,HXY4424,NY,PAS,2019-09-17T00:00:00.000,21,SUBN,NISSA,T,15090,38690,39690,20200218.0,104,104,104,356551,T402,A,0848A,,Q,F,71-33,71st St,,0,408,D1,,  Y,0830A,1000A,BK,,2018,,0,25,,,,
8767459080,68192MJ,NY,COM,2019-09-06T00:00:00.000,21,VAN,FORD,T,35410,0,0,20201130.0,0020,20,20,368518,T103,D,1107A,,NY,I,S,W 82nd St,10ft W/of Broadway,0,408,D1,,  Y  Y,1100A,1230A,GY,,2008,,0,49,,,,
1451202374,BA81011,PA,PAS,2019-07-23T00:00:00.000,74,,FORD,P,0,0,0,20191231.0,0063,63,63,963655,0063,0000,0142A,,K,,,I/O AVENUE M,EAST 56 ST,0,408,D,,BBBBBBB,ALL,ALL,BLACK,0,2003,-,0,,,,,
8785755965,T593746,NJ,PAS,2019-10-28T00:00:00.000,40,2DSD,NISSA,T,5090,7340,7440,88880088.0,114,114,114,363993,T401,M,0606A,,Q,O,26-12,4th St,,0,408,D,,YYYYYYY,,,RED,,0,,3,L-AM,,,,
8750331401,N89616X,WI,PAS,2019-10-22T00:00:00.000,19,TR/C,FRUEH,T,22680,22080,28830,20190088.0,0060,60,60,357726,T302,P,0345P,,K,F,711,Brighton Beach Ave,,0,408,I4,,YYYYYYY,,,WHITE,,0,,0,46,,,,
8748935165,GFZ2084,NY,PAS,2019-10-15T00:00:00.000,20,VAN,CHEVR,T,21730,30790,29290,20210531.0,0001,1,1,366561,T101,F,0846A,,NY,F,116,Greene St,,0,408,D,, YYYYY,0800A,0600P,RD,,2003,,0,95,,,,
4669423575,DYA8699,NY,PAS,2019-10-21T00:00:00.000,36,SUV,JEEP,V,0,0,0,0E-8,,0,0,0,,,0446P,,BX,,,NB BRONX RIVER AVE @, COLGATE AVE,0,1180,B,T,,,,BK,,2010,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8777800291,HSH3108,NY,PAS,2019-08-21T00:00:00.000,21,4DSD,NISSA,T,42630,10230,10280,20210716.0,0062,62,62,352956,T302,L,0645A,,K,F,7305,Fort Hamilton Pkwy,,0,408,D1,, YYYYYY,0630A,0700A,GY,,2009,,0,W,,,,
4667035122,GKR8850,PA,PAS,2019-09-25T00:00:00.000,36,SDN,HYUND,V,0,0,0,0E-8,,0,0,0,,,1142A,,BK,,,NB KINGS HWY @ TILDE,N AVE,0,1180,B,T,,,,,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4669302942,Y101232C,NY,OMT,2019-10-14T00:00:00.000,36,TAXI,FORD,V,0,0,0,0E-8,,0,0,0,,,0826P,,QN,,,NB VAN DAM ST @ 48TH, AVE,0,1180,B,T,,,,YW,,2018,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8731772675,GXP4740,NY,PAS,2019-07-01T00:00:00.000,38,4DSD,SUBAR,T,60810,18590,18740,20190429.0,106,106,106,368495,T402,E,0501P,,Q,O,93-25,Rockaway Blvd,,0,408,J6,, YYYYYY,0900A,0700P,BL,,2014,,0,37,,,,
8761709700,42007JS,NY,COM,2019-07-18T00:00:00.000,69,VAN,CHEVR,T,28870,27100,45440,20190831.0,0001,1,1,363518,T105,J,0142P,,NY,F,20,Pine St,,0,408,H1,, YYYYY,0700A,0700P,WH,,2005,,0,065,,,,
4659632891,3570WQ,ME,PAS,2019-07-22T00:00:00.000,36,4D,BMW,V,0,0,0,0E-8,,0,0,0,,,0407P,,BX,,,SB GRAND CONCOURSE @, MARCY PL,0,1180,B,T,,,,BLACK,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4668065821,GRV8294,NY,PAS,2019-10-07T00:00:00.000,36,SUBN,ACURA,V,0,0,0,0E-8,,0,0,0,,,1002A,,QN,,,SB FARMERS BLVD @ 11,9TH DR,0,1180,B,T,,,,BK,,2011,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8784851867,86425MK,NY,COM,2019-10-26T00:00:00.000,37,VAN,FORD,T,10610,34190,34210,20210831.0,0014,14,14,368489,T102,B,0953A,0920A,NY,O,202,7th Ave,,20191026,408,F6,, YYYYYY,0800A,0700P,WH,,2017,,0,99,,,,
8740238180,HZD7802,NY,PAS,2019-07-19T00:00:00.000,21,4DSD,ACURA,T,11115,10115,10250,20200820.0,0001,1,1,351280,T105,M,0911A,,NY,O,70,West St,,0,408,D1,,  Y  Y,0900A,1030A,GY,,2017,,0,O,,,,
8778506293,XBHV44,NJ,PAS,2019-10-01T00:00:00.000,14,VAN,FORD,T,34430,10410,13610,20200288.0,0014,14,14,367889,T102,D,0234P,,NY,F,1-25,W 33rd St,,0,408,H1,,YYYYYYY,,,YELLO,,0,,0,05,,,,
8731845150,JEJ8515,NY,PAS,2019-08-02T00:00:00.000,71,SUBN,TOYOT,T,28380,77150,10620,20210324.0,0047,47,47,365816,T201,N,0843A,,BX,F,750,E 225th St,,0,408,D1,,YYYYYYY,,,WH,,2006,,0,47,,,,
8680853458,80250MM,NY,COM,2019-07-23T00:00:00.000,74,VAN,FORD,T,27790,17750,17770,88880088.0,0014,14,14,368887,T106,X,0152P,,NY,F,80,Park Ave,,0,408,D,,YYYYYYY,,,BROWN,,2019,,0,04,,,,
8701999989,LBF0100,PA,PAS,2019-09-03T00:00:00.000,21,4DSD,BMW,T,10180,73330,5280,88880088.0,0068,68,68,366505,T302,H,0935A,,K,F,260,72nd St,,0,408,D1,,  Y,0830A,1000A,GREY,,0,,0,32,,,,
8756590234,HME1717,NY,PAS,2019-10-27T00:00:00.000,14,4DSD,BMW,T,8290,51670,25890,20201104.0,111,111,111,362632,T401,N,0647A,,Q,F,199-20,33rd Ave,,0,408,E2,,YYYYYYY,,,GREY,,2009,,0,A,,,,
4664132580,HWY2918,NY,PAS,2019-08-27T00:00:00.000,36,2DSD,BMW,V,0,0,0,0E-8,,0,0,0,,,0717A,,QN,,,SB CROSS BAY BLVD @,SHAD CREEK RD,0,1180,B,T,,,,BK,,0,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8707316033,AB12603,CT,CMB,2019-09-10T00:00:00.000,13,VAN,NISSA,T,27790,17710,17730,88880088.0,0014,14,14,365834,MTTF,E,0433P,,NY,F,41,Park Ave,,0,408,D,,YYYYYYY,,,WHITE,,0,,0,16,,,,
4665282912,102ZGT,NV,PAS,2019-09-03T00:00:00.000,36,VEH-,KIA M,V,10210,40404,40404,0E-8,,0,0,0,,,0938P,,BK,,,NB 3RD AVE @ 53RD ST,,0,1180,B,T,,,,,,2014,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
1459892367,396315R,NJ,PAS,2019-07-03T00:00:00.000,21,SDN,BMW,S,8630,5880,5980,0E-8,0066,66,0,669771,KS10,0000,0950A,,K,F,817,41ST STREET,,0,408,D1,,BBYBBBB,0930A,1100A,GY,0,0,-,0,,,,,
8714246855,2XV513,OK,PAS,2019-08-26T00:00:00.000,84,TRAC,INTER,T,11710,35470,35490,88880088.0,0020,20,20,363143,T103,Q,0216P,,NY,F,530,Amsterdam Ave,,0,408,B,,YYYYYYY,,,WHITE,,0,,0,32,,,,
8733997068,HDZ8518,NY,PAS,2019-08-01T00:00:00.000,40,SUBN,DODGE,T,0,0,0,20200212.0,0062,62,62,347615,T302,L,0550A,,K,I,W,Avenue P,110ft N/of Stillwell,0,408,C,,YYYYYYY,,,BL,,2008,,0,W,,,,
8756832357,JBB9893,NY,PAS,2019-09-20T00:00:00.000,71,4DSD,VOLKS,T,15935,68650,28430,20200828.0,0076,76,76,353177,T802,B,0123A,,K,F,18,Bay St,,0,408,J6,,YYYYYYY,,,BK,,2007,,0,N,,,,
8608662267,GZH5716,NY,PAS,2019-07-31T00:00:00.000,14,4DSD,TOYOT,T,73720,27330,29220,20190802.0,0048,48,48,358865,T801,A,0847P,,BX,O,2519,Webster Ave,,0,408,C,,YYYYYYY,,,GR,,2006,,0,F,,,,
4658992759,JGA8298,NY,PAS,2019-07-15T00:00:00.000,36,4DSD,BMW,V,0,0,0,0E-8,,0,0,0,,,0425P,,QN,,,EB HORACE HARDING EX,PRESSWAY @ PECK AVE,0,1180,B,T,,,,GY,,2008,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8778012818,DRC6328,NY,PAS,2019-10-16T00:00:00.000,38,SUBN,ACURA,T,54580,35780,15140,20200503.0,107,107,107,363567,T402,J,0400P,,Q,F,71-30,Main St,,0,408,I3,, YYYYY,0730A,0700P,BK,,2018,,0,42,,,,
4660413354,JCG4782,NY,PAS,2019-07-29T00:00:00.000,36,PICK,TOYOT,V,0,0,0,0E-8,,0,0,0,,,1247P,,BK,,,WB LINDEN BLVD @ ROC,KAWAY AVE,0,1180,B,T,,,,GY,,2008,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8741993391,HMJ5393,NY,OMS,2019-07-15T00:00:00.000,21,2DSD,SMART,T,54490,58190,68390,20190930.0,104,104,104,361883,T402,D,0946A,,Q,F,1877,Madison St,,0,408,D1,, Y  Y,0930A,1100A,WH,,2017,,0,B,,,,
8727227730,19490MJ,NY,COM,2019-07-15T00:00:00.000,69,VAN,FORD,T,17170,0,0,20210121.0,0009,9,9,358525,T105,D,1254P,,NY,I,S,Wanamaker Pl,90ft W/of Lafayette,0,408,H1,, YYYYY,0800A,0600P,WH,,2014,,0,022,,,,
8729784864,T717553C,NY,OMT,2019-10-13T00:00:00.000,46,SUBN,TOYOT,T,10880,16430,6980,20200131.0,0062,62,62,354085,T302,A,0744A,,K,F,1869,86th St,,0,408,J6,,YYYYYYY,,,BK,,2016,,0,27,,,,
1448713390,FAL5296,NY,PAS,2019-07-27T00:00:00.000,19,SUBN,HONDA,P,14510,35270,35290,20200429.0,0020,20,20,960490,0020,0000,0352P,,NY,O,151,CENTRAL PARK WEST,,0,408,J6,,BBBBBBB,ALL,ALL,WHT,0,2018,-,0,,,,,
4664163400,ACJ1989,NY,PAS,2019-08-27T00:00:00.000,36,4DSD,HYUND,V,0,0,0,0E-8,,0,0,0,,,1059A,,BX,,,SB CASTLE HILL AVE @, GLOVER ST,0,1180,B,T,,,,GY,,2011,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8782802142,2208614,IN,PAS,2019-10-03T00:00:00.000,84,TRAC,INTER,T,34410,10510,10610,88880088.0,0014,14,14,358570,MTTF,C,0702A,,NY,O,132,W 32nd St,,0,408,C,,YYYYYYY,,,WHITE,,0,,0,11,,,,
8762313873,JJB6335,NY,PAS,2019-09-17T00:00:00.000,38,SUBN,CADIL,T,57790,24040,24090,20210708.0,109,109,109,361090,T401,R,0749P,,Q,F,160-34,Northern Blvd,,0,408,I4,, YYYYYY,0900A,1000P,WH,,2019,,0,50-A,,,,
4662669169,JAD9057,NY,PAS,2019-08-12T00:00:00.000,36,SUBN,CHEVR,V,0,0,0,0E-8,,0,0,0,,,1147A,,ST,,,WB LINCOLN AV -- KIS,WICK ST - BOUNDARY A,0,1180,B,T,,,,RD,,2018,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8554173892,CXV6203,NY,PAS,2019-06-28T00:00:00.000,74,SUBN,JEEP,T,19740,57520,10690,20200711.0,110,110,110,355249,T401,L,0544A,,Q,O,48-12,104th St,,0,408,I4,,YYYYYYY,,,BK,,1996,,0,O-AM,,,,
8697836657,HNE5317,NY,PAS,2019-08-23T00:00:00.000,51,SUBN,CHRYS,T,17450,51050,20300,20210426.0,120,120,120,366445,T303,E,0200P,,R,F,671,Bay St,,0,408,C,,YYYYYYY,,,BL,,2006,,0,01-P,,,,
8754224482,T785015C,NY,OMT,2019-08-30T00:00:00.000,70,4DSD,VOLKS,T,10640,7790,7990,20190829.0,114,114,114,364024,T401,E,1056A,,Q,F,30-17,48th St,,0,408,J3,,YYYYYYY,,,BLACK,,2015,,0,25,,,,
8667134958,EEJ4209,NY,PAS,2019-10-14T00:00:00.000,38,SUBN,NISSA,T,59990,14240,14390,20211028.0,112,112,112,353158,T402,G,1251P,,Q,F,102-35,Queens Blvd,,0,408,I4,, YYYYYY,0900A,0700P,WH,,2017,,0,01,,,,
8727982531,JEJ5500,NY,PAS,2019-08-03T00:00:00.000,14,4DSD,NISSA,T,27900,41420,23920,20210227.0,0052,52,52,365846,T801,A,0958P,,BX,F,344,E 209th St,,0,408,E5,,YYYYYYY,,,GL,,2005,,0,A,,,,
8774791096,XFMM52,NJ,PAS,2019-09-20T00:00:00.000,40,SUBN,CHEVR,T,72930,85330,83330,88880088.0,0079,79,79,346199,T301,L,0656A,,K,F,570,Putnam Ave,,0,408,J3,,YYYYYYY,,,WHITE,,0,,0,A,,,,
8715892773,GHA4136,NY,PAS,2019-08-07T00:00:00.000,38,SUBN,TOYOT,T,8140,37290,8440,20210603.0,114,114,114,365341,T401,S,1255P,,Q,F,32-44,31st St,,0,408,I3,, YYYYYY,0900A,0700P,GR,,2010,,0,01,,,,
8778507157,71401ML,NY,COM,2019-10-04T00:00:00.000,69,VAN,FORD,T,10110,17250,17270,20200731.0,0013,13,13,367889,T102,D,1050A,,NY,O,223,2nd Ave,,0,408,H1,, YYYYYY,0700A,0700P,WH,,2018,,0,08,,,,
8698419641,HRG6426,NY,PAS,2019-07-15T00:00:00.000,16,SUBN,FORD,T,42730,87330,27430,20210504.0,0088,88,88,347470,T301,E,0119P,,K,F,907,Fulton St,,0,408,D,, YYYYY,1000A,0200P,BL,,2012,,0,09,,,,
8525091390,HZT9784,NY,PAS,2019-07-20T00:00:00.000,40,4DSD,VOLKS,T,27780,71820,36420,20200724.0,0052,52,52,346373,T201,N,0612A,,BX,O,20,E 205th St,,0,408,E2,,YYYYYYY,,,GY,,2010,,8,52,,,,
8736231137,JCU7015,NY,PAS,2019-07-31T00:00:00.000,21,2DSD,TOYOT,T,80430,5580,5680,20200904.0,0078,78,78,359295,T302,A,1110A,,K,F,15,St Marks Ave,,0,408,D1,,   Y,1100A,1230A,WH,,1999,,0,59,,,,
8486431451,535232,NY,PAS,2019-07-15T00:00:00.000,9,SUBN,TOYOT,T,18090,24890,0,20200709.0,0017,17,17,364927,T106,F,0958A,,NY,X,,E 55th St,Lexington Ave,0,408,E1,,YYYYYYY,,,GY,,2013,,0,99,,,,
1451201394,EKE7289,NY,PAS,2019-07-06T00:00:00.000,14,SUBN,CHEVR,P,14630,40930,37080,20201008.0,0063,63,63,927433,0063,0000,0525P,,K,F,5100,AVENUE U,,0,408,C,,BBBBBBB,ALL,ALL,GRY,0,2019,-,0,,,,,
